label,text
positive,The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .
negative,55 workers in +_m+_l will be affected by the close-down .
positive,Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .
neutral,The oil shale feeder-supply solution will deliver crushed oil shale to the shale oil refinery already in operation as well as to the novel Enefit-280 shale oil technology processing plant .
negative,Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .
neutral,"Sami Sepp+�nen , CEO for Elisa Eesti , says the novel network allows fast mobile broadband for sparsely populated areas ."
positive,"Outokumpu of Finland , stainless steel manufacturer , plans to enter into a supply agreement with the Indian Railways ."
neutral,"Finnish Neste Oil that was previously on the list , has fallen off the list completely ."
positive,"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo ."
neutral,"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey ."
neutral,"As part of the reorganisation , Pohjola Insurance 's 250 field staff for private customers will join the payroll of local cooperative banks from the beginning of October 2008 ."
positive,This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .
neutral,"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland ."
neutral,The use case dramatically narrows if you go only with the hot s Ltd.
neutral,- Tikkurila inspires you to color your life .
neutral,"YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London ."
neutral,"We went to the market with yield guidance of the 7.25 % area , which gave us the flexibility to go up or down by 1-8th ."
neutral,Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas .
positive,NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .
neutral,"Deliveries are to start later in 2010 , and the volume will increase in the years 2011-2012 ."
neutral,"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 ."
negative,Benefon 's target is to lay off temporarily of permanently up to 20 % of the Salo plant 's staff .
neutral,"Comptel Corporation Sami Ervio President and CEO , Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively ."
neutral,"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time ."
positive,Cision says the sale will return its U.K. operation to profitability .
positive,"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 ."
positive,Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .
neutral,Another problem is cola-flavoured long drinks .
positive,The company 's market share is continued to increase further .
neutral,"In the video above Marimekko 's design manager , Noora Niiininoski , explains that the brands are a natural fit for each other because they both have a timeless style ."
neutral,"The venture , which will be 51 % owned by Kemira and 49 % by IVRCL , will operate an inorganic coagulant manufacturing facility , to be built in Vishakapatnam Vizag in the state of Andhra Pradesh and to kick off operations in the second half of 2011 ."
neutral,Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore .
neutral,The retail chain launched in 2007 does not correspond to profit and sales forecasts of the company .
neutral,Nordea was the cheapest also for a couple in their 30s with debt .
neutral,Saunalahti is a part of the Elisa group .
positive,`` Ixonos has a rich heritage in developing leadership experiences in the smartphone segment .
positive,Operating profit rose to 22.1 mln eur from 19.9 mln .
negative,"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri"
neutral,More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .
neutral,Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .
neutral,"UPM is talking to Myllykoski+?s creditor banks -- Nordea ( STO : NDA ) , Nordic Investment Bank and Danske Bank+?s ( CPH : DANSKE ) Sampo Bank -- over a deal , the paper said ."
positive,"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year ."
positive,The price for logs has clearly improved from 2009 and also the price of pulpwood has gone up .
neutral,Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia .
neutral,The value of the deal is estimated at between SEK25m and SEK50m .
negative,"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 ."
negative,The move was triggered by weak demand for forestry equipment and the uncertain market situation .
neutral,Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) reported on Friday ( 15 August ) an operating profit of EUR65 .0 m on net sales of EUR342 .9 m for the period January-June 2008 .
negative,"ADPnews - Sep 28 , 2009 - Finnish silicon wafers maker Okmetic Oyj HEL : OKM1V said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today ."
neutral,"Nokia OYJ 's production site at Bochum , Germany , posted profit before interest of 134 mln eur for 2007 , Capital reported in an excerpt of an article to be released tomorrow , citing internal documents ."
positive,"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 ."
neutral,"Fortum expects its annual capital expenditure in the next four to five years to be within a range of EUR 0.8-1 .2 billion , as earlier announced ."
neutral,The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com .
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec .
neutral,"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % ."
neutral,"The bond , with a maturity of five years , is part of the bank 's domestic bond program ."
positive,"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 ."
positive,"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 ."
positive,The company will also be compensated for acting as a reserve batch plant .
neutral,"CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value ."
